Mapping,Metric Value
"{'Cu3Au': 1, 'Cr3Si': 4, 'PuNi3': 3, 'Fe3C': 5, 'Mg3Cd': 2, 'TiAl3': 6}",0.4487550045638283
"{'Cu3Au': 1, 'Cr3Si': 4, 'PuNi3': 3, 'Fe3C': 5, 'Mg3Cd': 6, 'TiAl3': 2}",0.3865164828743802
"{'Cu3Au': 1, 'Cr3Si': 4, 'PuNi3': 3, 'Fe3C': 6, 'Mg3Cd': 2, 'TiAl3': 5}",0.419969182480661
"{'Cu3Au': 1, 'Cr3Si': 4, 'PuNi3': 3, 'Fe3C': 6, 'Mg3Cd': 5, 'TiAl3': 2}",0.3786100707908722
"{'Cu3Au': 1, 'Cr3Si': 4, 'PuNi3': 5, 'Fe3C': 2, 'Mg3Cd': 3, 'TiAl3': 6}",0.47663509958649936
"{'Cu3Au': 1, 'Cr3Si': 4, 'PuNi3': 5, 'Fe3C': 2, 'Mg3Cd': 6, 'TiAl3': 3}",0.39605432165527443
"{'Cu3Au': 1, 'Cr3Si': 4, 'PuNi3': 5, 'Fe3C': 3, 'Mg3Cd': 2, 'TiAl3': 6}",0.4995161169978797
"{'Cu3Au': 1, 'Cr3Si': 4, 'PuNi3': 5, 'Fe3C': 3, 'Mg3Cd': 6, 'TiAl3': 2}",0.398237462231092
"{'Cu3Au': 1, 'Cr3Si': 4, 'PuNi3': 5, 'Fe3C': 6, 'Mg3Cd': 2, 'TiAl3': 3}",0.39676466688699363
"{'Cu3Au': 1, 'Cr3Si': 4, 'PuNi3': 5, 'Fe3C': 6, 'Mg3Cd': 3, 'TiAl3': 2}",0.3559953190410972
"{'Cu3Au': 1, 'Cr3Si': 4, 'PuNi3': 6, 'Fe3C': 2, 'Mg3Cd': 3, 'TiAl3': 5}",0.4986873129264896
"{'Cu3Au': 1, 'Cr3Si': 4, 'PuNi3': 6, 'Fe3C': 2, 'Mg3Cd': 5, 'TiAl3': 3}",0.4777171489828006
"{'Cu3Au': 1, 'Cr3Si': 4, 'PuNi3': 6, 'Fe3C': 3, 'Mg3Cd': 2, 'TiAl3': 5}",0.5165616403720262
"{'Cu3Au': 1, 'Cr3Si': 4, 'PuNi3': 6, 'Fe3C': 3, 'Mg3Cd': 5, 'TiAl3': 2}",0.4597360608020805
"{'Cu3Au': 1, 'Cr3Si': 4, 'PuNi3': 6, 'Fe3C': 5, 'Mg3Cd': 2, 'TiAl3': 3}",0.4225879805912052
"{'Cu3Au': 1, 'Cr3Si': 4, 'PuNi3': 6, 'Fe3C': 5, 'Mg3Cd': 3, 'TiAl3': 2}",0.3868283317946229
