Mapping,Accuracy
"{'Cu3Au': 2, 'Cr3Si': 4, 'PuNi3': 1, 'Fe3C': 6, 'Mg3Cd': 3, 'TiAl3': 5}",0.981825866441251
"{'Cu3Au': 2, 'Cr3Si': 4, 'PuNi3': 1, 'Fe3C': 6, 'Mg3Cd': 5, 'TiAl3': 3}",0.981403212172443
"{'Cu3Au': 2, 'Cr3Si': 4, 'PuNi3': 3, 'Fe3C': 1, 'Mg3Cd': 5, 'TiAl3': 6}",0.945054945054945
"{'Cu3Au': 2, 'Cr3Si': 4, 'PuNi3': 3, 'Fe3C': 1, 'Mg3Cd': 6, 'TiAl3': 5}",0.9539306846999155
"{'Cu3Au': 2, 'Cr3Si': 4, 'PuNi3': 3, 'Fe3C': 5, 'Mg3Cd': 1, 'TiAl3': 6}",0.9699915469146239
"{'Cu3Au': 2, 'Cr3Si': 4, 'PuNi3': 3, 'Fe3C': 5, 'Mg3Cd': 6, 'TiAl3': 1}",0.9602704987320372
"{'Cu3Au': 2, 'Cr3Si': 4, 'PuNi3': 3, 'Fe3C': 6, 'Mg3Cd': 1, 'TiAl3': 5}",0.9767540152155537
"{'Cu3Au': 2, 'Cr3Si': 4, 'PuNi3': 3, 'Fe3C': 6, 'Mg3Cd': 5, 'TiAl3': 1}",0.9788672865595942
"{'Cu3Au': 2, 'Cr3Si': 4, 'PuNi3': 5, 'Fe3C': 1, 'Mg3Cd': 3, 'TiAl3': 6}",0.959425190194421
"{'Cu3Au': 2, 'Cr3Si': 4, 'PuNi3': 5, 'Fe3C': 1, 'Mg3Cd': 6, 'TiAl3': 3}",0.9619611158072696
"{'Cu3Au': 2, 'Cr3Si': 4, 'PuNi3': 5, 'Fe3C': 3, 'Mg3Cd': 1, 'TiAl3': 6}",0.9759087066779375
"{'Cu3Au': 2, 'Cr3Si': 4, 'PuNi3': 5, 'Fe3C': 3, 'Mg3Cd': 6, 'TiAl3': 1}",0.9640743871513102
"{'Cu3Au': 2, 'Cr3Si': 4, 'PuNi3': 5, 'Fe3C': 6, 'Mg3Cd': 1, 'TiAl3': 3}",0.9805579036348268
"{'Cu3Au': 2, 'Cr3Si': 4, 'PuNi3': 5, 'Fe3C': 6, 'Mg3Cd': 3, 'TiAl3': 1}",0.9771766694843618
"{'Cu3Au': 2, 'Cr3Si': 4, 'PuNi3': 6, 'Fe3C': 1, 'Mg3Cd': 3, 'TiAl3': 5}",0.9708368554522401
"{'Cu3Au': 2, 'Cr3Si': 4, 'PuNi3': 6, 'Fe3C': 1, 'Mg3Cd': 5, 'TiAl3': 3}",0.9704142011834319
"{'Cu3Au': 2, 'Cr3Si': 4, 'PuNi3': 6, 'Fe3C': 3, 'Mg3Cd': 1, 'TiAl3': 5}",0.9771766694843618
"{'Cu3Au': 2, 'Cr3Si': 4, 'PuNi3': 6, 'Fe3C': 3, 'Mg3Cd': 5, 'TiAl3': 1}",0.9847844463229078
"{'Cu3Au': 2, 'Cr3Si': 4, 'PuNi3': 6, 'Fe3C': 5, 'Mg3Cd': 1, 'TiAl3': 3}",0.9826711749788672
"{'Cu3Au': 2, 'Cr3Si': 4, 'PuNi3': 6, 'Fe3C': 5, 'Mg3Cd': 3, 'TiAl3': 1}",0.9809805579036348
"{'Cu3Au': 2, 'Cr3Si': 5, 'PuNi3': 1, 'Fe3C': 3, 'Mg3Cd': 4, 'TiAl3': 6}",0.9349112426035503
"{'Cu3Au': 2, 'Cr3Si': 5, 'PuNi3': 1, 'Fe3C': 3, 'Mg3Cd': 6, 'TiAl3': 4}",0.9501267962806424
"{'Cu3Au': 2, 'Cr3Si': 5, 'PuNi3': 1, 'Fe3C': 4, 'Mg3Cd': 3, 'TiAl3': 6}",0.9475908706677938
"{'Cu3Au': 2, 'Cr3Si': 5, 'PuNi3': 1, 'Fe3C': 4, 'Mg3Cd': 6, 'TiAl3': 3}",0.9598478444632291
"{'Cu3Au': 2, 'Cr3Si': 5, 'PuNi3': 1, 'Fe3C': 6, 'Mg3Cd': 3, 'TiAl3': 4}",0.981403212172443
"{'Cu3Au': 2, 'Cr3Si': 5, 'PuNi3': 1, 'Fe3C': 6, 'Mg3Cd': 4, 'TiAl3': 3}",0.9822485207100592
"{'Cu3Au': 2, 'Cr3Si': 5, 'PuNi3': 3, 'Fe3C': 1, 'Mg3Cd': 4, 'TiAl3': 6}",0.9209636517328825
"{'Cu3Au': 2, 'Cr3Si': 5, 'PuNi3': 3, 'Fe3C': 1, 'Mg3Cd': 6, 'TiAl3': 4}",0.9539306846999155
"{'Cu3Au': 2, 'Cr3Si': 5, 'PuNi3': 3, 'Fe3C': 4, 'Mg3Cd': 1, 'TiAl3': 6}",0.9644970414201184
"{'Cu3Au': 2, 'Cr3Si': 5, 'PuNi3': 3, 'Fe3C': 4, 'Mg3Cd': 6, 'TiAl3': 1}",0.9619611158072696
"{'Cu3Au': 2, 'Cr3Si': 5, 'PuNi3': 3, 'Fe3C': 6, 'Mg3Cd': 1, 'TiAl3': 4}",0.9737954353338969
"{'Cu3Au': 2, 'Cr3Si': 5, 'PuNi3': 3, 'Fe3C': 6, 'Mg3Cd': 4, 'TiAl3': 1}",0.974218089602705
"{'Cu3Au': 2, 'Cr3Si': 5, 'PuNi3': 4, 'Fe3C': 1, 'Mg3Cd': 3, 'TiAl3': 6}",0.9420963651732882
"{'Cu3Au': 2, 'Cr3Si': 5, 'PuNi3': 4, 'Fe3C': 1, 'Mg3Cd': 6, 'TiAl3': 3}",0.9585798816568047
"{'Cu3Au': 2, 'Cr3Si': 5, 'PuNi3': 4, 'Fe3C': 3, 'Mg3Cd': 1, 'TiAl3': 6}",0.9649196956889264
"{'Cu3Au': 2, 'Cr3Si': 5, 'PuNi3': 4, 'Fe3C': 3, 'Mg3Cd': 6, 'TiAl3': 1}",0.9653423499577346
"{'Cu3Au': 2, 'Cr3Si': 5, 'PuNi3': 4, 'Fe3C': 6, 'Mg3Cd': 1, 'TiAl3': 3}",0.9771766694843618
"{'Cu3Au': 2, 'Cr3Si': 5, 'PuNi3': 4, 'Fe3C': 6, 'Mg3Cd': 3, 'TiAl3': 1}",0.9716821639898563
"{'Cu3Au': 2, 'Cr3Si': 5, 'PuNi3': 6, 'Fe3C': 1, 'Mg3Cd': 3, 'TiAl3': 4}",0.9725274725274725
"{'Cu3Au': 2, 'Cr3Si': 5, 'PuNi3': 6, 'Fe3C': 1, 'Mg3Cd': 4, 'TiAl3': 3}",0.9729501267962807
"{'Cu3Au': 2, 'Cr3Si': 5, 'PuNi3': 6, 'Fe3C': 3, 'Mg3Cd': 1, 'TiAl3': 4}",0.9733727810650887
"{'Cu3Au': 2, 'Cr3Si': 5, 'PuNi3': 6, 'Fe3C': 3, 'Mg3Cd': 4, 'TiAl3': 1}",0.9864750633981403
"{'Cu3Au': 2, 'Cr3Si': 5, 'PuNi3': 6, 'Fe3C': 4, 'Mg3Cd': 1, 'TiAl3': 3}",0.9801352493660186
"{'Cu3Au': 2, 'Cr3Si': 5, 'PuNi3': 6, 'Fe3C': 4, 'Mg3Cd': 3, 'TiAl3': 1}",0.9784446322907862
"{'Cu3Au': 2, 'Cr3Si': 6, 'PuNi3': 1, 'Fe3C': 3, 'Mg3Cd': 4, 'TiAl3': 5}",0.9289940828402367
"{'Cu3Au': 2, 'Cr3Si': 6, 'PuNi3': 1, 'Fe3C': 3, 'Mg3Cd': 5, 'TiAl3': 4}",0.9463229078613694
"{'Cu3Au': 2, 'Cr3Si': 6, 'PuNi3': 1, 'Fe3C': 4, 'Mg3Cd': 3, 'TiAl3': 5}",0.9357565511411665
"{'Cu3Au': 2, 'Cr3Si': 6, 'PuNi3': 1, 'Fe3C': 4, 'Mg3Cd': 5, 'TiAl3': 3}",0.9666103127641589
"{'Cu3Au': 2, 'Cr3Si': 6, 'PuNi3': 1, 'Fe3C': 5, 'Mg3Cd': 3, 'TiAl3': 4}",0.9480135249366018
"{'Cu3Au': 2, 'Cr3Si': 6, 'PuNi3': 1, 'Fe3C': 5, 'Mg3Cd': 4, 'TiAl3': 3}",0.963229078613694
"{'Cu3Au': 2, 'Cr3Si': 6, 'PuNi3': 3, 'Fe3C': 1, 'Mg3Cd': 4, 'TiAl3': 5}",0.9213863060016906
"{'Cu3Au': 2, 'Cr3Si': 6, 'PuNi3': 3, 'Fe3C': 1, 'Mg3Cd': 5, 'TiAl3': 4}",0.9399830938292477
"{'Cu3Au': 2, 'Cr3Si': 6, 'PuNi3': 3, 'Fe3C': 4, 'Mg3Cd': 1, 'TiAl3': 5}",0.9526627218934911
"{'Cu3Au': 2, 'Cr3Si': 6, 'PuNi3': 3, 'Fe3C': 4, 'Mg3Cd': 5, 'TiAl3': 1}",0.9661876584953508
"{'Cu3Au': 2, 'Cr3Si': 6, 'PuNi3': 3, 'Fe3C': 5, 'Mg3Cd': 1, 'TiAl3': 4}",0.9606931530008453
"{'Cu3Au': 2, 'Cr3Si': 6, 'PuNi3': 3, 'Fe3C': 5, 'Mg3Cd': 4, 'TiAl3': 1}",0.9666103127641589
"{'Cu3Au': 2, 'Cr3Si': 6, 'PuNi3': 4, 'Fe3C': 1, 'Mg3Cd': 3, 'TiAl3': 5}",0.9298393913778529
"{'Cu3Au': 2, 'Cr3Si': 6, 'PuNi3': 4, 'Fe3C': 1, 'Mg3Cd': 5, 'TiAl3': 3}",0.9509721048182587
"{'Cu3Au': 2, 'Cr3Si': 6, 'PuNi3': 4, 'Fe3C': 3, 'Mg3Cd': 1, 'TiAl3': 5}",0.9556213017751479
"{'Cu3Au': 2, 'Cr3Si': 6, 'PuNi3': 4, 'Fe3C': 3, 'Mg3Cd': 5, 'TiAl3': 1}",0.9683009298393914
"{'Cu3Au': 2, 'Cr3Si': 6, 'PuNi3': 4, 'Fe3C': 5, 'Mg3Cd': 1, 'TiAl3': 3}",0.9674556213017751
"{'Cu3Au': 2, 'Cr3Si': 6, 'PuNi3': 4, 'Fe3C': 5, 'Mg3Cd': 3, 'TiAl3': 1}",0.9653423499577346
"{'Cu3Au': 2, 'Cr3Si': 6, 'PuNi3': 5, 'Fe3C': 1, 'Mg3Cd': 3, 'TiAl3': 4}",0.959425190194421
"{'Cu3Au': 2, 'Cr3Si': 6, 'PuNi3': 5, 'Fe3C': 1, 'Mg3Cd': 4, 'TiAl3': 3}",0.9492814877430262
"{'Cu3Au': 2, 'Cr3Si': 6, 'PuNi3': 5, 'Fe3C': 3, 'Mg3Cd': 1, 'TiAl3': 4}",0.9606931530008453
"{'Cu3Au': 2, 'Cr3Si': 6, 'PuNi3': 5, 'Fe3C': 3, 'Mg3Cd': 4, 'TiAl3': 1}",0.9721048182586645
"{'Cu3Au': 2, 'Cr3Si': 6, 'PuNi3': 5, 'Fe3C': 4, 'Mg3Cd': 1, 'TiAl3': 3}",0.9708368554522401
"{'Cu3Au': 2, 'Cr3Si': 6, 'PuNi3': 5, 'Fe3C': 4, 'Mg3Cd': 3, 'TiAl3': 1}",0.967032967032967
"{'Cu3Au': 3, 'Cr3Si': 1, 'PuNi3': 2, 'Fe3C': 4, 'Mg3Cd': 5, 'TiAl3': 6}",0.9712595097210481
"{'Cu3Au': 3, 'Cr3Si': 1, 'PuNi3': 2, 'Fe3C': 4, 'Mg3Cd': 6, 'TiAl3': 5}",0.9640743871513102
"{'Cu3Au': 3, 'Cr3Si': 1, 'PuNi3': 2, 'Fe3C': 5, 'Mg3Cd': 4, 'TiAl3': 6}",0.9822485207100592
"{'Cu3Au': 3, 'Cr3Si': 1, 'PuNi3': 2, 'Fe3C': 5, 'Mg3Cd': 6, 'TiAl3': 4}",0.9725274725274725
"{'Cu3Au': 3, 'Cr3Si': 1, 'PuNi3': 2, 'Fe3C': 6, 'Mg3Cd': 4, 'TiAl3': 5}",0.9830938292476754
"{'Cu3Au': 3, 'Cr3Si': 1, 'PuNi3': 2, 'Fe3C': 6, 'Mg3Cd': 5, 'TiAl3': 4}",0.9687235841081995
"{'Cu3Au': 3, 'Cr3Si': 1, 'PuNi3': 4, 'Fe3C': 2, 'Mg3Cd': 5, 'TiAl3': 6}",0.9615384615384616
"{'Cu3Au': 3, 'Cr3Si': 1, 'PuNi3': 4, 'Fe3C': 2, 'Mg3Cd': 6, 'TiAl3': 5}",0.9606931530008453
"{'Cu3Au': 3, 'Cr3Si': 1, 'PuNi3': 4, 'Fe3C': 5, 'Mg3Cd': 2, 'TiAl3': 6}",0.9843617920540998
"{'Cu3Au': 3, 'Cr3Si': 1, 'PuNi3': 4, 'Fe3C': 5, 'Mg3Cd': 6, 'TiAl3': 2}",0.9602704987320372
"{'Cu3Au': 3, 'Cr3Si': 1, 'PuNi3': 4, 'Fe3C': 6, 'Mg3Cd': 2, 'TiAl3': 5}",0.9868977176669484
"{'Cu3Au': 3, 'Cr3Si': 1, 'PuNi3': 4, 'Fe3C': 6, 'Mg3Cd': 5, 'TiAl3': 2}",0.9568892645815723
"{'Cu3Au': 3, 'Cr3Si': 1, 'PuNi3': 5, 'Fe3C': 2, 'Mg3Cd': 4, 'TiAl3': 6}",0.9721048182586645
"{'Cu3Au': 3, 'Cr3Si': 1, 'PuNi3': 5, 'Fe3C': 2, 'Mg3Cd': 6, 'TiAl3': 4}",0.9687235841081995
"{'Cu3Au': 3, 'Cr3Si': 1, 'PuNi3': 5, 'Fe3C': 4, 'Mg3Cd': 2, 'TiAl3': 6}",0.9775993237531699
"{'Cu3Au': 3, 'Cr3Si': 1, 'PuNi3': 5, 'Fe3C': 4, 'Mg3Cd': 6, 'TiAl3': 2}",0.9581572273879966
"{'Cu3Au': 3, 'Cr3Si': 1, 'PuNi3': 5, 'Fe3C': 6, 'Mg3Cd': 2, 'TiAl3': 4}",0.981825866441251
"{'Cu3Au': 3, 'Cr3Si': 1, 'PuNi3': 5, 'Fe3C': 6, 'Mg3Cd': 4, 'TiAl3': 2}",0.9649196956889264
"{'Cu3Au': 3, 'Cr3Si': 1, 'PuNi3': 6, 'Fe3C': 2, 'Mg3Cd': 4, 'TiAl3': 5}",0.9716821639898563
"{'Cu3Au': 3, 'Cr3Si': 1, 'PuNi3': 6, 'Fe3C': 2, 'Mg3Cd': 5, 'TiAl3': 4}",0.9759087066779375
"{'Cu3Au': 3, 'Cr3Si': 1, 'PuNi3': 6, 'Fe3C': 4, 'Mg3Cd': 2, 'TiAl3': 5}",0.9826711749788672
"{'Cu3Au': 3, 'Cr3Si': 1, 'PuNi3': 6, 'Fe3C': 4, 'Mg3Cd': 5, 'TiAl3': 2}",0.9573119188503804
"{'Cu3Au': 3, 'Cr3Si': 1, 'PuNi3': 6, 'Fe3C': 5, 'Mg3Cd': 2, 'TiAl3': 4}",0.9856297548605241
"{'Cu3Au': 3, 'Cr3Si': 1, 'PuNi3': 6, 'Fe3C': 5, 'Mg3Cd': 4, 'TiAl3': 2}",0.967032967032967
"{'Cu3Au': 3, 'Cr3Si': 2, 'PuNi3': 1, 'Fe3C': 4, 'Mg3Cd': 5, 'TiAl3': 6}",0.9691462383770076
"{'Cu3Au': 3, 'Cr3Si': 2, 'PuNi3': 1, 'Fe3C': 4, 'Mg3Cd': 6, 'TiAl3': 5}",0.9699915469146239
"{'Cu3Au': 3, 'Cr3Si': 2, 'PuNi3': 1, 'Fe3C': 5, 'Mg3Cd': 4, 'TiAl3': 6}",0.978021978021978
"{'Cu3Au': 3, 'Cr3Si': 2, 'PuNi3': 1, 'Fe3C': 5, 'Mg3Cd': 6, 'TiAl3': 4}",0.978021978021978
"{'Cu3Au': 3, 'Cr3Si': 2, 'PuNi3': 1, 'Fe3C': 6, 'Mg3Cd': 4, 'TiAl3': 5}",0.9873203719357565
"{'Cu3Au': 3, 'Cr3Si': 2, 'PuNi3': 1, 'Fe3C': 6, 'Mg3Cd': 5, 'TiAl3': 4}",0.978021978021978
"{'Cu3Au': 3, 'Cr3Si': 2, 'PuNi3': 4, 'Fe3C': 1, 'Mg3Cd': 5, 'TiAl3': 6}",0.9619611158072696
"{'Cu3Au': 3, 'Cr3Si': 2, 'PuNi3': 4, 'Fe3C': 1, 'Mg3Cd': 6, 'TiAl3': 5}",0.9666103127641589
"{'Cu3Au': 3, 'Cr3Si': 2, 'PuNi3': 4, 'Fe3C': 5, 'Mg3Cd': 1, 'TiAl3': 6}",0.9733727810650887
"{'Cu3Au': 3, 'Cr3Si': 2, 'PuNi3': 4, 'Fe3C': 5, 'Mg3Cd': 6, 'TiAl3': 1}",0.9687235841081995
"{'Cu3Au': 3, 'Cr3Si': 2, 'PuNi3': 4, 'Fe3C': 6, 'Mg3Cd': 1, 'TiAl3': 5}",0.9767540152155537
"{'Cu3Au': 3, 'Cr3Si': 2, 'PuNi3': 4, 'Fe3C': 6, 'Mg3Cd': 5, 'TiAl3': 1}",0.9628064243448858
"{'Cu3Au': 3, 'Cr3Si': 2, 'PuNi3': 5, 'Fe3C': 1, 'Mg3Cd': 4, 'TiAl3': 6}",0.9716821639898563
"{'Cu3Au': 3, 'Cr3Si': 2, 'PuNi3': 5, 'Fe3C': 1, 'Mg3Cd': 6, 'TiAl3': 4}",0.9712595097210481
"{'Cu3Au': 3, 'Cr3Si': 2, 'PuNi3': 5, 'Fe3C': 4, 'Mg3Cd': 1, 'TiAl3': 6}",0.9678782755705833
"{'Cu3Au': 3, 'Cr3Si': 2, 'PuNi3': 5, 'Fe3C': 4, 'Mg3Cd': 6, 'TiAl3': 1}",0.9640743871513102
"{'Cu3Au': 3, 'Cr3Si': 2, 'PuNi3': 5, 'Fe3C': 6, 'Mg3Cd': 1, 'TiAl3': 4}",0.9754860524091293
"{'Cu3Au': 3, 'Cr3Si': 2, 'PuNi3': 5, 'Fe3C': 6, 'Mg3Cd': 4, 'TiAl3': 1}",0.9666103127641589
"{'Cu3Au': 3, 'Cr3Si': 2, 'PuNi3': 6, 'Fe3C': 1, 'Mg3Cd': 4, 'TiAl3': 5}",0.9754860524091293
"{'Cu3Au': 3, 'Cr3Si': 2, 'PuNi3': 6, 'Fe3C': 1, 'Mg3Cd': 5, 'TiAl3': 4}",0.9754860524091293
"{'Cu3Au': 3, 'Cr3Si': 2, 'PuNi3': 6, 'Fe3C': 4, 'Mg3Cd': 1, 'TiAl3': 5}",0.974218089602705
"{'Cu3Au': 3, 'Cr3Si': 2, 'PuNi3': 6, 'Fe3C': 4, 'Mg3Cd': 5, 'TiAl3': 1}",0.9644970414201184
"{'Cu3Au': 3, 'Cr3Si': 2, 'PuNi3': 6, 'Fe3C': 5, 'Mg3Cd': 1, 'TiAl3': 4}",0.9784446322907862
"{'Cu3Au': 3, 'Cr3Si': 2, 'PuNi3': 6, 'Fe3C': 5, 'Mg3Cd': 4, 'TiAl3': 1}",0.9699915469146239
"{'Cu3Au': 3, 'Cr3Si': 4, 'PuNi3': 1, 'Fe3C': 2, 'Mg3Cd': 5, 'TiAl3': 6}",0.9573119188503804
"{'Cu3Au': 3, 'Cr3Si': 4, 'PuNi3': 1, 'Fe3C': 2, 'Mg3Cd': 6, 'TiAl3': 5}",0.9606931530008453
"{'Cu3Au': 3, 'Cr3Si': 4, 'PuNi3': 1, 'Fe3C': 5, 'Mg3Cd': 2, 'TiAl3': 6}",0.9763313609467456
"{'Cu3Au': 3, 'Cr3Si': 4, 'PuNi3': 1, 'Fe3C': 5, 'Mg3Cd': 6, 'TiAl3': 2}",0.9691462383770076
"{'Cu3Au': 3, 'Cr3Si': 4, 'PuNi3': 1, 'Fe3C': 6, 'Mg3Cd': 2, 'TiAl3': 5}",0.9873203719357565
"{'Cu3Au': 3, 'Cr3Si': 4, 'PuNi3': 1, 'Fe3C': 6, 'Mg3Cd': 5, 'TiAl3': 2}",0.9792899408284024
"{'Cu3Au': 3, 'Cr3Si': 4, 'PuNi3': 2, 'Fe3C': 1, 'Mg3Cd': 5, 'TiAl3': 6}",0.9547759932375317
"{'Cu3Au': 3, 'Cr3Si': 4, 'PuNi3': 2, 'Fe3C': 1, 'Mg3Cd': 6, 'TiAl3': 5}",0.9623837700760778
"{'Cu3Au': 3, 'Cr3Si': 4, 'PuNi3': 2, 'Fe3C': 5, 'Mg3Cd': 1, 'TiAl3': 6}",0.9691462383770076
"{'Cu3Au': 3, 'Cr3Si': 4, 'PuNi3': 2, 'Fe3C': 5, 'Mg3Cd': 6, 'TiAl3': 1}",0.9661876584953508
"{'Cu3Au': 3, 'Cr3Si': 4, 'PuNi3': 2, 'Fe3C': 6, 'Mg3Cd': 1, 'TiAl3': 5}",0.9822485207100592
"{'Cu3Au': 3, 'Cr3Si': 4, 'PuNi3': 2, 'Fe3C': 6, 'Mg3Cd': 5, 'TiAl3': 1}",0.9775993237531699
"{'Cu3Au': 3, 'Cr3Si': 4, 'PuNi3': 5, 'Fe3C': 1, 'Mg3Cd': 2, 'TiAl3': 6}",0.9704142011834319
"{'Cu3Au': 3, 'Cr3Si': 4, 'PuNi3': 5, 'Fe3C': 1, 'Mg3Cd': 6, 'TiAl3': 2}",0.978021978021978
"{'Cu3Au': 3, 'Cr3Si': 4, 'PuNi3': 5, 'Fe3C': 2, 'Mg3Cd': 1, 'TiAl3': 6}",0.9763313609467456
"{'Cu3Au': 3, 'Cr3Si': 4, 'PuNi3': 5, 'Fe3C': 2, 'Mg3Cd': 6, 'TiAl3': 1}",0.9721048182586645
"{'Cu3Au': 3, 'Cr3Si': 4, 'PuNi3': 5, 'Fe3C': 6, 'Mg3Cd': 1, 'TiAl3': 2}",0.9695688926458157
"{'Cu3Au': 3, 'Cr3Si': 4, 'PuNi3': 5, 'Fe3C': 6, 'Mg3Cd': 2, 'TiAl3': 1}",0.9666103127641589
"{'Cu3Au': 3, 'Cr3Si': 4, 'PuNi3': 6, 'Fe3C': 1, 'Mg3Cd': 2, 'TiAl3': 5}",0.9733727810650887
"{'Cu3Au': 3, 'Cr3Si': 4, 'PuNi3': 6, 'Fe3C': 1, 'Mg3Cd': 5, 'TiAl3': 2}",0.9864750633981403
"{'Cu3Au': 3, 'Cr3Si': 4, 'PuNi3': 6, 'Fe3C': 2, 'Mg3Cd': 1, 'TiAl3': 5}",0.9754860524091293
"{'Cu3Au': 3, 'Cr3Si': 4, 'PuNi3': 6, 'Fe3C': 2, 'Mg3Cd': 5, 'TiAl3': 1}",0.9919695688926459
"{'Cu3Au': 3, 'Cr3Si': 4, 'PuNi3': 6, 'Fe3C': 5, 'Mg3Cd': 1, 'TiAl3': 2}",0.967032967032967
"{'Cu3Au': 3, 'Cr3Si': 4, 'PuNi3': 6, 'Fe3C': 5, 'Mg3Cd': 2, 'TiAl3': 1}",0.9695688926458157
"{'Cu3Au': 3, 'Cr3Si': 5, 'PuNi3': 1, 'Fe3C': 2, 'Mg3Cd': 4, 'TiAl3': 6}",0.9513947590870668
"{'Cu3Au': 3, 'Cr3Si': 5, 'PuNi3': 1, 'Fe3C': 2, 'Mg3Cd': 6, 'TiAl3': 4}",0.9606931530008453
"{'Cu3Au': 3, 'Cr3Si': 5, 'PuNi3': 1, 'Fe3C': 4, 'Mg3Cd': 2, 'TiAl3': 6}",0.9628064243448858
"{'Cu3Au': 3, 'Cr3Si': 5, 'PuNi3': 1, 'Fe3C': 4, 'Mg3Cd': 6, 'TiAl3': 2}",0.9640743871513102
"{'Cu3Au': 3, 'Cr3Si': 5, 'PuNi3': 1, 'Fe3C': 6, 'Mg3Cd': 2, 'TiAl3': 4}",0.9847844463229078
"{'Cu3Au': 3, 'Cr3Si': 5, 'PuNi3': 1, 'Fe3C': 6, 'Mg3Cd': 4, 'TiAl3': 2}",0.9797125950972105
"{'Cu3Au': 3, 'Cr3Si': 5, 'PuNi3': 2, 'Fe3C': 1, 'Mg3Cd': 4, 'TiAl3': 6}",0.9459002535925612
"{'Cu3Au': 3, 'Cr3Si': 5, 'PuNi3': 2, 'Fe3C': 1, 'Mg3Cd': 6, 'TiAl3': 4}",0.9623837700760778
"{'Cu3Au': 3, 'Cr3Si': 5, 'PuNi3': 2, 'Fe3C': 4, 'Mg3Cd': 1, 'TiAl3': 6}",0.9636517328825022
"{'Cu3Au': 3, 'Cr3Si': 5, 'PuNi3': 2, 'Fe3C': 4, 'Mg3Cd': 6, 'TiAl3': 1}",0.963229078613694
"{'Cu3Au': 3, 'Cr3Si': 5, 'PuNi3': 2, 'Fe3C': 6, 'Mg3Cd': 1, 'TiAl3': 4}",0.9737954353338969
"{'Cu3Au': 3, 'Cr3Si': 5, 'PuNi3': 2, 'Fe3C': 6, 'Mg3Cd': 4, 'TiAl3': 1}",0.9737954353338969
"{'Cu3Au': 3, 'Cr3Si': 5, 'PuNi3': 4, 'Fe3C': 1, 'Mg3Cd': 2, 'TiAl3': 6}",0.9615384615384616
"{'Cu3Au': 3, 'Cr3Si': 5, 'PuNi3': 4, 'Fe3C': 1, 'Mg3Cd': 6, 'TiAl3': 2}",0.9683009298393914
"{'Cu3Au': 3, 'Cr3Si': 5, 'PuNi3': 4, 'Fe3C': 2, 'Mg3Cd': 1, 'TiAl3': 6}",0.9640743871513102
"{'Cu3Au': 3, 'Cr3Si': 5, 'PuNi3': 4, 'Fe3C': 2, 'Mg3Cd': 6, 'TiAl3': 1}",0.967032967032967
"{'Cu3Au': 3, 'Cr3Si': 5, 'PuNi3': 4, 'Fe3C': 6, 'Mg3Cd': 1, 'TiAl3': 2}",0.9674556213017751
"{'Cu3Au': 3, 'Cr3Si': 5, 'PuNi3': 4, 'Fe3C': 6, 'Mg3Cd': 2, 'TiAl3': 1}",0.9687235841081995
"{'Cu3Au': 3, 'Cr3Si': 5, 'PuNi3': 6, 'Fe3C': 1, 'Mg3Cd': 2, 'TiAl3': 4}",0.9712595097210481
"{'Cu3Au': 3, 'Cr3Si': 5, 'PuNi3': 6, 'Fe3C': 1, 'Mg3Cd': 4, 'TiAl3': 2}",0.9928148774302621
"{'Cu3Au': 3, 'Cr3Si': 5, 'PuNi3': 6, 'Fe3C': 2, 'Mg3Cd': 1, 'TiAl3': 4}",0.9754860524091293
"{'Cu3Au': 3, 'Cr3Si': 5, 'PuNi3': 6, 'Fe3C': 2, 'Mg3Cd': 4, 'TiAl3': 1}",0.989010989010989
"{'Cu3Au': 3, 'Cr3Si': 5, 'PuNi3': 6, 'Fe3C': 4, 'Mg3Cd': 1, 'TiAl3': 2}",0.9678782755705833
"{'Cu3Au': 3, 'Cr3Si': 5, 'PuNi3': 6, 'Fe3C': 4, 'Mg3Cd': 2, 'TiAl3': 1}",0.9712595097210481
"{'Cu3Au': 3, 'Cr3Si': 6, 'PuNi3': 1, 'Fe3C': 2, 'Mg3Cd': 4, 'TiAl3': 5}",0.94843617920541
"{'Cu3Au': 3, 'Cr3Si': 6, 'PuNi3': 1, 'Fe3C': 2, 'Mg3Cd': 5, 'TiAl3': 4}",0.9615384615384616
"{'Cu3Au': 3, 'Cr3Si': 6, 'PuNi3': 1, 'Fe3C': 4, 'Mg3Cd': 2, 'TiAl3': 5}",0.9513947590870668
"{'Cu3Au': 3, 'Cr3Si': 6, 'PuNi3': 1, 'Fe3C': 4, 'Mg3Cd': 5, 'TiAl3': 2}",0.9712595097210481
"{'Cu3Au': 3, 'Cr3Si': 6, 'PuNi3': 1, 'Fe3C': 5, 'Mg3Cd': 2, 'TiAl3': 4}",0.9644970414201184
"{'Cu3Au': 3, 'Cr3Si': 6, 'PuNi3': 1, 'Fe3C': 5, 'Mg3Cd': 4, 'TiAl3': 2}",0.9699915469146239
"{'Cu3Au': 3, 'Cr3Si': 6, 'PuNi3': 2, 'Fe3C': 1, 'Mg3Cd': 4, 'TiAl3': 5}",0.9425190194420964
"{'Cu3Au': 3, 'Cr3Si': 6, 'PuNi3': 2, 'Fe3C': 1, 'Mg3Cd': 5, 'TiAl3': 4}",0.9598478444632291
